Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
1049	-22958.58	-22942.66	-15.92264	0.437312	0.555216	0.0309562	20.66344	0.901205	0.0569544	0.0418407	2.70361	0.170863	0.125522	4.339075	0.7646114	0.0880094	0.392486	0.946645	2.57286	0.0634361	0.0257884	0.315918	0.0186545	0.15552	0.112582	0.294786	0.0133141	0.507489	0.206307	2.52734	0.149236	1.24416	0.90066	2.35829	0.106513	4.919183
1050	-22955.43	-22939.62	-15.81517	0.426629	0.55688	0.0309562	20.66344	0.901205	0.0569544	0.0418407	2.70361	0.170863	0.125522	4.53786	0.9656879	0.130058	0.46619	0.994074	2.40968	0.0634361	0.0257884	0.315918	0.0186545	0.15552	0.112582	0.294786	0.0133141	0.507489	0.206307	2.52734	0.149236	1.24416	0.90066	2.35829	0.106513	4.889459
1051	-22965.63	-22950.51	-15.11505	0.426629	0.558668	0.0309562	20.321	0.901205	0.0569544	0.0418407	2.70361	0.170863	0.125522	4.492867	0.9656879	0.130058	0.46619	0.994074	2.40968	0.0634361	0.0257884	0.315918	0.0186545	0.15552	0.112582	0.294786	0.0133141	0.507489	0.206307	2.52734	0.149236	1.24416	0.90066	2.35829	0.106513	4.858012
1052	-22964.93	-22950.62	-14.30816	0.426629	0.558668	0.0304266	20.321	0.901205	0.0569544	0.0418407	2.70361	0.170863	0.125522	4.492867	0.9656879	0.130058	0.46619	0.994074	2.40968	0.0634361	0.0257884	0.315918	0.0186545	0.15552	0.112582	0.294786	0.0133141	0.507489	0.206307	2.52734	0.149236	1.24416	0.90066	2.35829	0.106513	4.777376
1053	-22961.12	-22947.02	-14.09745	0.415118	0.642256	0.0304266	20.321	0.901205	0.0569544	0.0418407	2.70361	0.170863	0.125522	4.32115	0.9656879	0.130058	0.46619	0.994074	2.40968	0.0634361	0.0257884	0.315918	0.0186545	0.15552	0.112582	0.294786	0.0133141	0.507489	0.206307	2.52734	0.149236	1.24416	0.90066	2.35829	0.106513	4.766269
1054	-22955.36	-22940.44	-14.92926	0.415118	0.642256	0.0304266	20.321	0.903815	0.0584808	0.0377046	2.71144	0.175442	0.113114	3.232904	0.6328634	0.0599491	0.330054	0.897201	2.7128	0.0634361	0.0257884	0.315918	0.0186545	0.15552	0.112582	0.294786	0.0133141	0.507489	0.206307	2.52734	0.149236	1.24416	0.90066	2.35829	0.106513	4.958275
1055	-22956.85	-22942.8	-14.04547	0.422011	0.642256	0.0304266	20.321	0.904483	0.058524	0.0369931	2.71345	0.175572	0.110979	2.907738	0.5031823	0.0339791	0.253988	0.82257	2.88946	0.0634361	0.0257884	0.315918	0.0186545	0.15552	0.112582	0.294786	0.0133141	0.507489	0.206307	2.52734	0.149236	1.24416	0.90066	2.35829	0.106513	4.901723
1056	-22955.48	-22942.03	-13.45211	0.403386	0.643326	0.0304266	20.321	0.904483	0.058524	0.0369931	2.71345	0.175572	0.110979	3.028195	0.5031823	0.0339791	0.253988	0.82257	2.88946	0.0634361	0.0257884	0.315918	0.0186545	0.15552	0.112582	0.294786	0.0133141	0.507489	0.206307	2.52734	0.149236	1.24416	0.90066	2.35829	0.106513	4.832097
1057	-22959.36	-22944.82	-14.53868	0.403386	0.643326	0.0304266	20.321	0.904483	0.058524	0.0369931	2.71345	0.175572	0.110979	3.258359	0.3637619	0.0118523	0.154216	0.688888	3.14504	0.0634645	0.0258	0.31606	0.0186628	0.15559	0.112633	0.294918	0.0128714	0.507716	0.2064	2.52848	0.149303	1.24472	0.901064	2.35935	0.102971	4.917738
1058	-22953.68	-22938.86	-14.82118	0.403386	0.634745	0.0304266	20.321	0.904483	0.058524	0.0369931	2.71345	0.175572	0.110979	3.258359	0.8912187	0.114771	0.441423	0.979346	2.46446	0.0634645	0.0258	0.31606	0.0186628	0.15559	0.112633	0.294918	0.0128714	0.507716	0.2064	2.52848	0.149303	1.24472	0.901064	2.35935	0.102971	4.946845
1059	-22966.97	-22951.86	-15.11329	0.395431	0.658748	0.0304266	20.321	0.904483	0.058524	0.0369931	2.71345	0.175572	0.110979	3.805938	0.5009156	0.0335576	0.252513	0.820934	2.893	0.0634645	0.0258	0.31606	0.0186628	0.15559	0.112633	0.294918	0.0128714	0.507716	0.2064	2.52848	0.149303	1.24472	0.901064	2.35935	0.102971	4.919693
1060	-22974.65	-22958.68	-15.97611	0.395431	0.73435	0.031629	20.321	0.900826	0.0599608	0.0392129	2.70248	0.179882	0.117639	4.24501	0.6488204	0.0633086	0.338347	0.904319	2.69403	0.0634645	0.0258	0.31606	0.0186628	0.15559	0.112633	0.294918	0.0128714	0.507716	0.2064	2.52848	0.149303	1.24472	0.901064	2.35935	0.102971	4.954388
1061	-22969.26	-22953.16	-16.10226	0.395431	0.73435	0.0234357	21.13992	0.900826	0.0599608	0.0392129	2.70248	0.179882	0.117639	3.439657	0.4696892	0.0279169	0.231668	0.796896	2.94352	0.0634645	0.0258	0.31606	0.0186628	0.15559	0.112633	0.294918	0.0128714	0.507716	0.2064	2.52848	0.149303	1.24472	0.901064	2.35935	0.102971	4.966465
1062	-22965.04	-22948.87	-16.16726	0.395431	0.73435	0.023395	21.13992	0.900826	0.0599608	0.0392129	2.70248	0.179882	0.117639	2.778362	0.4696892	0.0279169	0.231668	0.796896	2.94352	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	5.039099
1063	-22971.45	-22953.52	-17.93376	0.395431	0.73435	0.023395	21.13992	0.900826	0.0599608	0.0392129	2.70248	0.179882	0.117639	3.312264	0.5639718	0.0457729	0.291642	0.861763	2.80082	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	5.162359
1064	-22961.29	-22945.54	-15.75064	0.393927	0.73435	0.0238703	20.13316	0.900826	0.0599608	0.0392129	2.70248	0.179882	0.117639	3.344738	0.353527	0.0106199	0.146295	0.675666	3.16742	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	5.041578
1065	-22965.54	-22950.46	-15.07914	0.393927	0.757778	0.0238703	20.13316	0.900826	0.0599608	0.0392129	2.70248	0.179882	0.117639	3.344738	0.353527	0.0106199	0.146295	0.675666	3.16742	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	4.972085
1066	-22956.55	-22940.84	-15.71054	0.393927	0.757778	0.0238703	20.13316	0.900826	0.0599608	0.0392129	2.70248	0.179882	0.117639	4.018936	0.353527	0.0106199	0.146295	0.675666	3.16742	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	4.967806
1067	-22967.5	-22951.02	-16.48179	0.393927	0.760926	0.0238058	20.13316	0.900826	0.0599608	0.0392129	2.70248	0.179882	0.117639	4.018936	0.5475887	0.0425118	0.281852	0.852029	2.82361	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	5.044622
1068	-22956.68	-22941.1	-15.58494	0.392081	0.760926	0.0238099	20.13316	0.900826	0.0599608	0.0392129	2.70248	0.179882	0.117639	3.504556	0.53515	0.0400732	0.274245	0.84425	2.84143	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	5.00656
1069	-22958.42	-22941.88	-16.54387	0.392081	0.633766	0.0248625	20.13316	0.89706	0.0597101	0.0432299	2.69118	0.17913	0.12969	3.581184	0.53515	0.0400732	0.274245	0.84425	2.84143	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	5.1074
1070	-22950.53	-22935.54	-14.99231	0.392081	0.633766	0.0248346	20.13316	0.89706	0.0597101	0.0432299	2.69118	0.17913	0.12969	3.93527	0.53515	0.0400732	0.274245	0.84425	2.84143	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	4.916838
1071	-22956.9	-22940.92	-15.97533	0.392081	0.635838	0.0248346	21.16845	0.89706	0.0597101	0.0432299	2.69118	0.17913	0.12969	2.964145	0.4494595	0.0244481	0.217647	0.779701	2.9782	0.0520202	0.0261152	0.319922	0.0188909	0.157491	0.114009	0.298522	0.0130287	0.416161	0.208922	2.55938	0.151127	1.25993	0.912075	2.38818	0.104229	5.008517
1072	-22953.58	-22936.41	-17.16435	0.392081	0.635838	0.0247801	21.16845	0.897644	0.059098	0.043258	2.69293	0.177294	0.129774	3.574776	0.4781007	0.0294042	0.237379	0.803656	2.92956	0.050734	0.0254696	0.337489	0.0184238	0.153598	0.111191	0.291142	0.0119542	0.405872	0.203757	2.69991	0.147391	1.22878	0.889525	2.32913	0.0956333	5.06636
1073	-22954.56	-22937.84	-16.72522	0.392081	0.635838	0.0247801	21.16845	0.896422	0.0590175	0.0445608	2.68926	0.177053	0.133682	3.760346	0.4093561	0.018087	0.18871	0.74121	3.05199	0.050734	0.0254696	0.337489	0.0184238	0.153598	0.111191	0.291142	0.0119542	0.405872	0.203757	2.69991	0.147391	1.22878	0.889525	2.32913	0.0956333	5.00389
1074	-22951.81	-22936.99	-14.82303	0.392106	0.637516	0.0259176	21.16845	0.896422	0.0590175	0.0445608	2.68926	0.177053	0.133682	3.944478	0.2925674	0.00471179	0.0987268	0.583107	3.31345	0.0495465	0.0248734	0.352996	0.0179926	0.150002	0.108588	0.284327	0.0116744	0.396372	0.198987	2.82397	0.143941	1.20002	0.868703	2.27461	0.0933948	4.794975
1075	-22952.69	-22936.63	-16.05805	0.392106	0.637516	0.0258945	22.12409	0.896422	0.0590175	0.0445608	2.68926	0.177053	0.133682	3.944478	0.2925674	0.00471179	0.0987268	0.583107	3.31345	0.0495465	0.0248734	0.352996	0.0179926	0.150002	0.108588	0.284327	0.0116744	0.396372	0.198987	2.82397	0.143941	1.20002	0.868703	2.27461	0.0933948	4.822915
1076	-22949.5	-22933.84	-15.66284	0.392106	0.637516	0.0257927	22.12409	0.896422	0.0590175	0.0445608	2.68926	0.177053	0.133682	3.944478	0.3807718	0.014041	0.167253	0.709606	3.1091	0.0495465	0.0248734	0.352996	0.0179926	0.150002	0.108588	0.284327	0.0116744	0.396372	0.198987	2.82397	0.143941	1.20002	0.868703	2.27461	0.0933948	4.783404
1077	-22955.9	-22940.54	-15.36229	0.391636	0.616798	0.0232236	22.12409	0.909675	0.0545294	0.0357956	2.72902	0.163588	0.107387	3.898997	0.3862951	0.0147879	0.171446	0.716014	3.09775	0.0493749	0.0247873	0.351774	0.0179303	0.149483	0.111674	0.283342	0.0116339	0.394999	0.198298	2.81419	0.143442	1.19586	0.893394	2.26674	0.0930714	4.760273
1078	-22957.09	-22941.01	-16.07651	0.38477	0.616798	0.0358047	22.12409	0.906505	0.057824	0.0356708	2.71952	0.173472	0.107013	3.517502	0.3862951	0.0147879	0.171446	0.716014	3.09775	0.0493749	0.0247873	0.351774	0.0179303	0.149483	0.111674	0.283342	0.0116339	0.394999	0.198298	2.81419	0.143442	1.19586	0.893394	2.26674	0.0930714	4.869273
1079	-22948.23	-22933.31	-14.92215	0.38477	0.616798	0.0358047	22.12409	0.905659	0.0587034	0.0356376	2.71698	0.17611	0.106913	2.928587	0.3862951	0.0147879	0.171446	0.716014	3.09775	0.0493749	0.0247873	0.351774	0.0179303	0.149483	0.111674	0.283342	0.0116339	0.394999	0.198298	2.81419	0.143442	1.19586	0.893394	2.26674	0.0930714	4.812729
1080	-22949.27	-22933.05	-16.22356	0.38227	0.619579	0.0418224	22.12409	0.905659	0.0587034	0.0356376	2.71698	0.17611	0.106913	3.08482	0.3862951	0.0147879	0.171446	0.716014	3.09775	0.0493749	0.0247873	0.351774	0.0179303	0.149483	0.111674	0.283342	0.0116339	0.394999	0.198298	2.81419	0.143442	1.19586	0.893394	2.26674	0.0930714	4.926616
1081	-22956.17	-22939.46	-16.71078	0.382603	0.619579	0.03523	22.6786	0.904414	0.0586227	0.0369628	2.71324	0.175868	0.110889	3.08482	0.4469375	0.024027	0.215872	0.777459	2.98264	0.0493749	0.0247873	0.351774	0.0179303	0.149483	0.111674	0.283342	0.0116339	0.394999	0.198298	2.81419	0.143442	1.19586	0.893394	2.26674	0.0930714	4.920514
1082	-22959.11	-22943.12	-15.99153	0.382603	0.746703	0.03523	22.6786	0.904414	0.0586227	0.0369628	2.71324	0.175868	0.110889	2.963459	0.4469375	0.024027	0.215872	0.777459	2.98264	0.0493749	0.0247873	0.351774	0.0179303	0.149483	0.111674	0.283342	0.0116339	0.394999	0.198298	2.81419	0.143442	1.19586	0.893394	2.26674	0.0930714	4.848013
1083	-22964.12	-22947.18	-16.94113	0.382603	0.879674	0.0351347	22.2944	0.904414	0.0586227	0.0369628	2.71324	0.175868	0.110889	2.963459	0.4469375	0.024027	0.215872	0.777459	2.98264	0.0694499	0.0242638	0.344346	0.0175516	0.146326	0.109316	0.277359	0.0113882	0.555599	0.194111	2.75476	0.140413	1.17061	0.874528	2.21887	0.091106	4.968104
1084	-22959.49	-22943.43	-16.05877	0.382603	0.879674	0.043165	22.2944	0.900348	0.0583591	0.0412925	2.70105	0.175077	0.123878	3.681213	0.4469375	0.024027	0.215872	0.777459	2.98264	0.0707028	0.0247015	0.350558	0.0178683	0.148966	0.0932478	0.282362	0.0115937	0.565622	0.197612	2.80446	0.142946	1.19173	0.745982	2.2589	0.0927496	4.80729
1085	-22952.31	-22934.81	-17.49641	0.382603	0.879674	0.043271	22.2944	0.900348	0.0583591	0.0412925	2.70105	0.175077	0.123878	3.687236	0.4469375	0.024027	0.215872	0.777459	2.98264	0.0707028	0.0247015	0.350558	0.0178683	0.148966	0.0932478	0.282362	0.0115937	0.565622	0.197612	2.80446	0.142946	1.19173	0.745982	2.2589	0.0927496	4.950441
1086	-22942.82	-22926.64	-16.17811	0.391023	0.863065	0.043271	20.46323	0.900348	0.0583591	0.0412925	2.70105	0.175077	0.123878	3.820501	0.3864888	0.0148144	0.171593	0.716236	3.09736	0.0708107	0.0246542	0.349886	0.017834	0.14868	0.0930691	0.281821	0.0132445	0.566486	0.197234	2.79909	0.142672	1.18944	0.744553	2.25457	0.105956	4.989221
1087	-22954.57	-22939.34	-15.2252	0.404303	0.863065	0.043271	20.46323	0.900348	0.0583591	0.0412925	2.70105	0.175077	0.123878	3.246394	0.3626978	0.0117212	0.153395	0.687541	3.14734	0.0708107	0.0246542	0.349886	0.017834	0.14868	0.0930691	0.281821	0.0132445	0.566486	0.197234	2.79909	0.142672	1.18944	0.744553	2.25457	0.105956	4.950013
1088	-22947.79	-22933.91	-13.87838	0.39914	0.822742	0.054747	20.46323	0.898571	0.0582439	0.0431854	2.69571	0.174732	0.129556	3.217931	0.5270177	0.0384981	0.269188	0.838973	2.85334	0.0708853	0.0246802	0.350254	0.0178528	0.148837	0.0931671	0.282118	0.0122056	0.567082	0.197441	2.80203	0.142822	1.1907	0.745337	2.25694	0.097645	4.821577
1089	-22951.1	-22937.29	-13.81188	0.39914	0.853768	0.054747	20.46323	0.898571	0.0582439	0.0431854	2.69571	0.174732	0.129556	3.206945	0.8591875	0.108077	0.429915	0.972096	2.48991	0.0708853	0.0246802	0.350254	0.0178528	0.148837	0.0931671	0.282118	0.0122056	0.567082	0.197441	2.80203	0.142822	1.1907	0.745337	2.25694	0.097645	4.812924
1090	-22952.41	-22938.06	-14.35069	0.39914	0.853768	0.0614019	20.46323	0.900884	0.0583938	0.0407223	2.70265	0.175181	0.122167	3.79991	0.7811526	0.0915423	0.399434	0.951593	2.55743	0.0708853	0.0246802	0.350254	0.0178528	0.148837	0.0931671	0.282118	0.0122056	0.567082	0.197441	2.80203	0.142822	1.1907	0.745337	2.25694	0.097645	4.806843
1091	-22951.8	-22936.53	-15.26516	0.39914	0.820159	0.0614019	20.46323	0.900884	0.0583938	0.0407223	2.70265	0.175181	0.122167	3.79991	0.3330836	0.00835873	0.130357	0.6474	3.21388	0.0701506	0.0244244	0.346624	0.0176678	0.157659	0.0922014	0.279194	0.0120791	0.561205	0.195395	2.77299	0.141342	1.26127	0.737612	2.23355	0.0966329	4.901651
1092	-22946.57	-22933.01	-13.55212	0.399247	0.820159	0.0614019	20.46323	0.900884	0.0583938	0.0407223	2.70265	0.175181	0.122167	3.279772	0.4469406	0.0240275	0.215874	0.777462	2.98264	0.0701506	0.0244244	0.346624	0.0176678	0.157659	0.0922014	0.279194	0.0120791	0.561205	0.195395	2.77299	0.141342	1.26127	0.737612	2.23355	0.0966329	4.78235
1093	-22939.77	-22925.51	-14.26221	0.399247	0.884702	0.0376351	20.73083	0.900884	0.0583938	0.0407223	2.70265	0.175181	0.122167	3.206085	0.3437267	0.00950198	0.13867	0.662435	3.18939	0.0701193	0.0244135	0.34647	0.0181052	0.157589	0.0921604	0.27907	0.0120737	0.560955	0.195308	2.77176	0.144842	1.26071	0.737283	2.23256	0.0965899	4.82989
1094	-22951.06	-22936.58	-14.48296	0.399247	0.913696	0.0376351	20.73083	0.900884	0.0583938	0.0407223	2.70265	0.175181	0.122167	3.674133	0.3647903	0.0119797	0.155009	0.690185	3.14283	0.0701193	0.0244135	0.34647	0.0181052	0.157589	0.0921604	0.27907	0.0120737	0.560955	0.195308	2.77176	0.144842	1.26071	0.737283	2.23256	0.0965899	4.80226
1095	-22947.9	-22934.07	-13.82943	0.399247	0.913696	0.0376351	20.73083	0.9007	0.0585865	0.040714	2.7021	0.175759	0.122142	3.493554	0.388805	0.015133	0.173345	0.718876	3.09265	0.0701193	0.0244135	0.34647	0.0181052	0.157589	0.0921604	0.27907	0.0120737	0.560955	0.195308	2.77176	0.144842	1.26071	0.737283	2.23256	0.0965899	4.754965
1096	-22948.26	-22936.43	-11.82594	0.399247	0.647704	0.0376351	20.73083	0.896154	0.0582908	0.0455552	2.68846	0.174872	0.136665	2.699301	0.388805	0.015133	0.173345	0.718876	3.09265	0.0701193	0.0244135	0.34647	0.0181052	0.157589	0.0921604	0.27907	0.0120737	0.560955	0.195308	2.77176	0.144842	1.26071	0.737283	2.23256	0.0965899	4.66064
1097	-22947.03	-22934.31	-12.72166	0.399247	0.649681	0.0377873	20.73083	0.896154	0.0582908	0.0455552	2.68846	0.174872	0.136665	4.508867	0.4107898	0.0183013	0.189769	0.742697	3.04923	0.0701193	0.0244135	0.34647	0.0181052	0.157589	0.0921604	0.27907	0.0120737	0.560955	0.195308	2.77176	0.144842	1.26071	0.737283	2.23256	0.0965899	4.569043
1098	-22946.63	-22935.4	-11.23382	0.399247	0.876023	0.0377873	20.73083	0.896154	0.0582908	0.0455552	2.68846	0.174872	0.136665	3.408197	0.4107898	0.0183013	0.189769	0.742697	3.04923	0.0701193	0.0244135	0.34647	0.0181052	0.157589	0.0921604	0.27907	0.0120737	0.560955	0.195308	2.77176	0.144842	1.26071	0.737283	2.23256	0.0965899	4.507692
1099	-22935	-22923.06	-11.94576	0.395235	0.876023	0.0377873	20.73083	0.896154	0.0582908	0.0455552	2.68846	0.174872	0.136665	4.424002	0.5859017	0.0502139	0.304344	0.873952	2.77149	0.0701239	0.0243503	0.346492	0.0181064	0.157599	0.0921664	0.279088	0.0120745	0.560991	0.194802	2.77194	0.144851	1.26079	0.737331	2.2327	0.0965961	4.477706
1100	-22947.67	-22927.44	-20.23448	0.380735	0.876023	0.0377873	20.73083	0.891433	0.0632523	0.0453151	2.6743	0.189757	0.135945	9.453157	0.5859017	0.0502139	0.304344	0.873952	2.77149	0.0701239	0.0243503	0.346492	0.0181064	0.157599	0.0921664	0.279088	0.0120745	0.560991	0.194802	2.77194	0.144851	1.26079	0.737331	2.2327	0.0965961	4.805113
1101	-22953.73	-22937.99	-15.74157	0.382889	0.876023	0.0377873	20.73083	0.891433	0.0632523	0.0453151	2.6743	0.189757	0.135945	5.371936	0.6007221	0.053257	0.312673	0.881687	2.75238	0.0701239	0.0243503	0.346492	0.0181064	0.157599	0.0921664	0.279088	0.0120745	0.560991	0.194802	2.77194	0.144851	1.26079	0.737331	2.2327	0.0965961	4.763729
1102	-22945.13	-22930.05	-15.07933	0.3838	0.915209	0.0377873	20.73083	0.891433	0.0632523	0.0453151	2.6743	0.189757	0.135945	4.883005	0.6007221	0.053257	0.312673	0.881687	2.75238	0.0701239	0.0243503	0.346492	0.0181064	0.157599	0.0921664	0.279088	0.0120745	0.560991	0.194802	2.77194	0.144851	1.26079	0.737331	2.2327	0.0965961	4.742389
1103	-22936.78	-22922.62	-14.15773	0.387155	0.580281	0.0463994	20.48174	0.900669	0.0535461	0.0457847	2.70201	0.160638	0.137354	3.00848	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0701239	0.0243503	0.346492	0.0181064	0.157599	0.0921664	0.279088	0.0120745	0.560991	0.194802	2.77194	0.144851	1.26079	0.737331	2.2327	0.0965961	4.894887
1104	-22937.71	-22922.22	-15.48562	0.386455	0.580281	0.0464081	20.48174	0.906761	0.0502624	0.0429769	2.72028	0.150787	0.128931	2.862404	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.042352
1105	-22951.24	-22933.17	-18.07145	0.386455	0.580281	0.0464081	20.48174	0.906761	0.0502624	0.0429769	2.72028	0.150787	0.128931	2.935157	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.29366
1106	-22947.41	-22927.17	-20.24757	0.385966	0.582114	0.0464081	20.48174	0.906761	0.0502624	0.0429769	2.72028	0.150787	0.128931	3.267623	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.477891
1107	-22953.29	-22934.1	-19.19075	0.386513	0.582053	0.0465645	20.48174	0.906761	0.0502624	0.0429769	2.72028	0.150787	0.128931	2.676056	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.431302
1108	-22962.01	-22943.04	-18.97189	0.398472	0.582331	0.0458168	20.48174	0.914146	0.0506718	0.0351818	2.74244	0.152015	0.105545	2.676056	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.408267
1109	-22969.62	-22951.46	-18.1618	0.398472	0.5697	0.0459228	20.48174	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	2.871278	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.308988
1110	-22963.96	-22947.21	-16.74641	0.398472	0.5697	0.0459228	20.48174	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	2.965294	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.158047
1111	-22954.15	-22938.64	-15.50475	0.440802	0.5697	0.0457105	20.28718	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	3.290745	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.01658
1112	-22966.88	-22949.23	-17.65597	0.440802	0.5697	0.0437885	20.28718	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	3.292094	0.427877	0.0209329	0.202256	0.759766	3.01704	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.231759
1113	-22962.63	-22945.25	-17.3785	0.440802	0.889179	0.0437885	21.3463	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	3.191185	0.3696491	0.0125903	0.158747	0.696232	3.13243	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.076243
1114	-22942.62	-22926.45	-16.16437	0.440802	0.633486	0.0437885	21.3463	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	3.635188	0.3696491	0.0125903	0.158747	0.696232	3.13243	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	4.936
1115	-22936.17	-22919.43	-16.73373	0.440802	0.633486	0.0438892	21.3463	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	3.645477	0.3696491	0.0125903	0.158747	0.696232	3.13243	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	4.991897
1116	-22948.62	-22931.87	-16.7462	0.420551	0.633486	0.0438892	21.3463	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	3.781628	0.3696491	0.0125903	0.158747	0.696232	3.13243	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	4.981553
1117	-22953.65	-22936.67	-16.9785	0.420551	0.635495	0.0440805	21.3463	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	3.995494	0.2813908	0.00390746	0.0901209	0.563186	3.34279	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	4.983177
1118	-22962.32	-22943.7	-18.62245	0.42151	0.633091	0.0440805	21.3463	0.910561	0.050473	0.0389658	2.73168	0.151419	0.116897	4.51999	0.2886607	0.00442066	0.0957081	0.576259	3.32361	0.0708846	0.0246144	0.350251	0.0183028	0.159309	0.0823183	0.282115	0.0122055	0.567076	0.196915	2.80201	0.146423	1.27447	0.658546	2.25692	0.097644	5.095267
