Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
136	-23012.53	-22994.8	-17.73297	0.422824	0.597246	0.140438	21.58285	0.897597	0.0611373	0.0412661	2.69279	0.183412	0.123798	4.173938	0.8510062	0.106357	0.426887	0.970144	2.49661	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	5.011086
137	-23016.46	-22998.55	-17.90717	0.426864	0.59867	0.0921483	21.58285	0.898493	0.0611983	0.0403084	2.69548	0.183595	0.120925	3.896574	0.8510062	0.106357	0.426887	0.970144	2.49661	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	5.060526
138	-23027.81	-23009.71	-18.09629	0.445817	0.59867	0.0918919	21.58285	0.898493	0.0611983	0.0403084	2.69548	0.183595	0.120925	4.48237	0.8510062	0.106357	0.426887	0.970144	2.49661	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	5.018988
139	-23024.05	-23006.86	-17.18222	0.445892	0.600644	0.0918919	21.58285	0.898493	0.0611983	0.0403084	2.69548	0.183595	0.120925	4.315791	0.8510062	0.106357	0.426887	0.970144	2.49661	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	4.944034
140	-23025.5	-23008.85	-16.64992	0.445892	0.62803	0.0570025	21.58285	0.898493	0.0611983	0.0403084	2.69548	0.183595	0.120925	3.957544	0.8510062	0.106357	0.426887	0.970144	2.49661	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	4.927379
141	-23047.02	-23026.52	-20.49804	0.446745	0.680284	0.0570025	22.56972	0.905315	0.0540703	0.0406145	2.71595	0.162211	0.121843	5.925966	0.8510062	0.106357	0.426887	0.970144	2.49661	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	5.011351
142	-23044.28	-23026.04	-18.23353	0.446745	0.669054	0.0570025	22.21065	0.905315	0.0540703	0.0406145	2.71595	0.162211	0.121843	4.19458	0.6821659	0.0703837	0.354993	0.918076	2.65655	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	4.995068
143	-23027.25	-23011.07	-16.18738	0.446745	0.667882	0.0524125	21.48347	0.905315	0.0540703	0.0406145	2.71595	0.162211	0.121843	4.339143	0.6878417	0.0715933	0.357737	0.920278	2.65039	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	4.849291
144	-23028.54	-23011.89	-16.64883	0.445717	0.667882	0.061285	21.48347	0.908124	0.054238	0.0376384	2.72437	0.162714	0.112915	4.339143	0.9541322	0.127714	0.462517	0.991964	2.41781	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	4.894652
145	-23026.19	-23008.52	-17.66727	0.444964	0.667882	0.0602673	21.48347	0.908124	0.054238	0.0376384	2.72437	0.162714	0.112915	4.564753	0.922903	0.121326	0.452285	0.98595	2.44044	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	4.974112
146	-23031.64	-23014.73	-16.90912	0.444964	0.670688	0.0599871	21.48347	0.908124	0.054238	0.0376384	2.72437	0.162714	0.112915	3.756696	0.922903	0.121326	0.452285	0.98595	2.44044	0.0535243	0.017399	0.33878	0.0187722	0.188098	0.0944284	0.274975	0.0140232	0.428195	0.139192	2.71024	0.150178	1.50479	0.755428	2.1998	0.112185	4.97885
147	-23025.68	-23009.31	-16.36348	0.444964	0.671346	0.055438	21.48347	0.910341	0.0519288	0.0377303	2.73102	0.155786	0.113191	3.622307	0.5677324	0.0465286	0.293853	0.86392	2.7957	0.0538209	0.0174954	0.340657	0.0188762	0.1836	0.0949516	0.276498	0.0141008	0.430567	0.139963	2.72525	0.15101	1.4688	0.759613	2.21198	0.112807	4.938114
148	-23015.36	-22997.02	-18.34098	0.438239	0.716267	0.0553203	21.48347	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	5.469665	0.5677324	0.0465286	0.293853	0.86392	2.7957	0.0538209	0.0174954	0.340657	0.0188762	0.1836	0.0949516	0.276498	0.0141008	0.430567	0.139963	2.72525	0.15101	1.4688	0.759613	2.21198	0.112807	4.94732
149	-23015.01	-22993.76	-21.25643	0.438239	0.711686	0.0553203	21.48347	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	4.948176	0.8172325	0.09922	0.413981	0.961618	2.52518	0.0538209	0.0174954	0.340657	0.0188762	0.1836	0.0949516	0.276498	0.0141008	0.430567	0.139963	2.72525	0.15101	1.4688	0.759613	2.21198	0.112807	5.291472
150	-23017.98	-22996.26	-21.71502	0.438239	0.711686	0.0553203	21.48347	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	4.993454	0.8172325	0.09922	0.413981	0.961618	2.52518	0.0538209	0.0174954	0.340657	0.0188762	0.1836	0.0949516	0.276498	0.0141008	0.430567	0.139963	2.72525	0.15101	1.4688	0.759613	2.21198	0.112807	5.332804
151	-23021.72	-23001.17	-20.55188	0.420032	0.710779	0.0553203	20.96765	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	5.387085	0.5347754	0.0400003	0.274013	0.844011	2.84198	0.0538209	0.0174954	0.340657	0.0188762	0.1836	0.0949516	0.276498	0.0141008	0.430567	0.139963	2.72525	0.15101	1.4688	0.759613	2.21198	0.112807	5.23062
152	-23031.27	-23011.37	-19.8984	0.419204	0.712791	0.0728853	20.96765	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	5.387085	0.5347754	0.0400003	0.274013	0.844011	2.84198	0.0536076	0.0174261	0.339307	0.0188014	0.186836	0.0945753	0.275402	0.014045	0.428861	0.139409	2.71445	0.150411	1.49469	0.756602	2.20322	0.11236	5.163397
153	-23019.33	-22997.96	-21.36938	0.417992	0.716101	0.073194	21.26631	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	6.97031	0.5347754	0.0400003	0.274013	0.844011	2.84198	0.0536076	0.0174261	0.339307	0.0188014	0.186836	0.0945753	0.275402	0.014045	0.428861	0.139409	2.71445	0.150411	1.49469	0.756602	2.20322	0.11236	5.122066
154	-23017.72	-22997.25	-20.46699	0.417992	0.716101	0.073194	21.26631	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	6.97031	0.5347754	0.0400003	0.274013	0.844011	2.84198	0.0536076	0.0174261	0.339307	0.0188014	0.186836	0.0945753	0.275402	0.014045	0.428861	0.139409	2.71445	0.150411	1.49469	0.756602	2.20322	0.11236	5.031827
155	-23016.8	-22997.31	-19.48867	0.418748	0.716101	0.073194	21.26631	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	6.570616	0.5347754	0.0400003	0.274013	0.844011	2.84198	0.0544085	0.0176864	0.344376	0.0190823	0.174687	0.0959882	0.279517	0.0142548	0.435268	0.141491	2.75501	0.152658	1.3975	0.767906	2.23613	0.114038	4.973888
156	-23015.65	-22994.8	-20.85327	0.418748	0.716101	0.0710233	21.26631	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	8.265402	0.5824939	0.0495186	0.3024	0.872118	2.77596	0.0544085	0.0176864	0.344376	0.0190823	0.174687	0.0959882	0.279517	0.0142548	0.435268	0.141491	2.75501	0.152658	1.3975	0.767906	2.23613	0.114038	4.941087
157	-23017.29	-22996.87	-20.42028	0.41997	0.717346	0.0680859	21.26631	0.908819	0.0535134	0.0376672	2.72646	0.16054	0.113002	8.265402	0.5824939	0.0495186	0.3024	0.872118	2.77596	0.0544085	0.0176864	0.344376	0.0190823	0.174687	0.0959882	0.279517	0.0142548	0.435268	0.141491	2.75501	0.152658	1.3975	0.767906	2.23613	0.114038	4.897835
158	-23009.15	-22986.23	-22.9202	0.41997	0.651851	0.0683872	21.26631	0.908393	0.0539578	0.0376495	2.72518	0.161873	0.112949	10.14219	0.5824939	0.0495186	0.3024	0.872118	2.77596	0.0544085	0.0176864	0.344376	0.0190823	0.174687	0.0959882	0.279517	0.0142548	0.435268	0.141491	2.75501	0.152658	1.3975	0.767906	2.23613	0.114038	4.966668
159	-23007.23	-22986.41	-20.8221	0.41997	0.638976	0.0683872	21.26631	0.908393	0.0539578	0.0376495	2.72518	0.161873	0.112949	6.623448	0.5824939	0.0495186	0.3024	0.872118	2.77596	0.0544085	0.0176864	0.344376	0.0190823	0.174687	0.0959882	0.279517	0.0142548	0.435268	0.141491	2.75501	0.152658	1.3975	0.767906	2.23613	0.114038	5.110019
160	-23014.96	-22996.55	-18.41293	0.412475	0.617118	0.0708766	22.06709	0.909752	0.0540386	0.0362094	2.72926	0.162116	0.108628	3.658351	0.5824939	0.0495186	0.3024	0.872118	2.77596	0.0557516	0.018123	0.352877	0.0195534	0.155375	0.0983578	0.285355	0.0146067	0.446013	0.144984	2.82302	0.156427	1.243	0.786863	2.28284	0.116854	5.088221
161	-23022	-23003.18	-18.82045	0.412475	0.617118	0.0708766	22.06709	0.909752	0.0540386	0.0362094	2.72926	0.162116	0.108628	5.187498	0.6874547	0.0715108	0.35755	0.920129	2.65081	0.0557516	0.018123	0.352877	0.0195534	0.155375	0.0983578	0.285355	0.0146067	0.446013	0.144984	2.82302	0.156427	1.243	0.786863	2.28284	0.116854	4.976059
162	-23013.59	-22995.8	-17.78934	0.412475	0.617118	0.0710822	21.96173	0.907082	0.0568148	0.0361032	2.72125	0.170444	0.108309	3.899216	0.6874547	0.0715108	0.35755	0.920129	2.65081	0.0557516	0.018123	0.352877	0.0195534	0.155375	0.0983578	0.285355	0.0146067	0.446013	0.144984	2.82302	0.156427	1.243	0.786863	2.28284	0.116854	5.01229
163	-23010.73	-22992.79	-17.94464	0.412475	0.617118	0.0710822	21.96173	0.907922	0.0568673	0.035211	2.72376	0.170602	0.105633	4.38083	0.7136381	0.0771034	0.369895	0.929819	2.62318	0.0557516	0.018123	0.352877	0.0195534	0.155375	0.0983578	0.285355	0.0146067	0.446013	0.144984	2.82302	0.156427	1.243	0.786863	2.28284	0.116854	4.979659
164	-23005.06	-22987.13	-17.92868	0.426692	0.617118	0.0710822	21.51184	0.907922	0.0568673	0.035211	2.72376	0.170602	0.105633	4.754019	0.7136381	0.0771034	0.369895	0.929819	2.62318	0.0557516	0.018123	0.352877	0.0195534	0.155375	0.0983578	0.285355	0.0146067	0.446013	0.144984	2.82302	0.156427	1.243	0.786863	2.28284	0.116854	4.984312
165	-23008	-22989.48	-18.52124	0.426692	0.617118	0.0710822	21.51184	0.907922	0.0568673	0.035211	2.72376	0.170602	0.105633	4.754019	0.7334161	0.0813354	0.378879	0.936649	2.60314	0.0557516	0.018123	0.352877	0.0195534	0.155375	0.0983578	0.285355	0.0146067	0.446013	0.144984	2.82302	0.156427	1.243	0.786863	2.28284	0.116854	5.043567
166	-23012.8	-22994.24	-18.55497	0.425312	0.614522	0.0707878	21.51184	0.907922	0.0568673	0.035211	2.72376	0.170602	0.105633	4.754019	0.7334161	0.0813354	0.378879	0.936649	2.60314	0.0557516	0.018123	0.352877	0.0195534	0.155375	0.0983578	0.285355	0.0146067	0.446013	0.144984	2.82302	0.156427	1.243	0.786863	2.28284	0.116854	5.047368
167	-23008.7	-22991.37	-17.32977	0.406641	0.615518	0.0707878	21.51184	0.907922	0.0568673	0.035211	2.72376	0.170602	0.105633	4.696832	0.7006732	0.0743321	0.363848	0.925118	2.6367	0.0561792	0.018262	0.355584	0.0197033	0.156566	0.0991122	0.279875	0.0147187	0.449434	0.146096	2.84467	0.157627	1.25253	0.792897	2.239	0.11775	4.932334
168	-23001.91	-22984.6	-17.3115	0.406641	0.671841	0.0735186	21.51184	0.907922	0.0568673	0.035211	2.72376	0.170602	0.105633	4.92521	0.9011881	0.116841	0.444895	0.981482	2.45678	0.0561792	0.018262	0.355584	0.0197033	0.156566	0.0991122	0.279875	0.0147187	0.449434	0.146096	2.84467	0.157627	1.25253	0.792897	2.239	0.11775	4.901764
169	-22994.84	-22978.82	-16.01888	0.406641	0.671841	0.0586911	21.51184	0.907922	0.0568673	0.035211	2.72376	0.170602	0.105633	3.897745	0.9011881	0.116841	0.444895	0.981482	2.45678	0.0561792	0.018262	0.355584	0.0197033	0.156566	0.0991122	0.279875	0.0147187	0.449434	0.146096	2.84467	0.157627	1.25253	0.792897	2.239	0.11775	4.876731
170	-23001.24	-22985.22	-16.02246	0.408148	0.671841	0.0574743	21.51184	0.907922	0.0568673	0.035211	2.72376	0.170602	0.105633	4.29418	0.9011881	0.116841	0.444895	0.981482	2.45678	0.0561792	0.018262	0.355584	0.0197033	0.156566	0.0991122	0.279875	0.0147187	0.449434	0.146096	2.84467	0.157627	1.25253	0.792897	2.239	0.11775	4.837416
171	-22999.79	-22983.55	-16.24687	0.408148	0.671841	0.0574743	21.53483	0.909459	0.0552705	0.0352707	2.72838	0.165812	0.105812	3.968721	0.9687426	0.130676	0.467151	0.994621	2.40755	0.0561792	0.018262	0.355584	0.0197033	0.156566	0.0991122	0.279875	0.0147187	0.449434	0.146096	2.84467	0.157627	1.25253	0.792897	2.239	0.11775	4.890104
172	-23017.64	-22999.77	-17.86785	0.4205	0.610616	0.0598764	21.53483	0.906426	0.0584206	0.0351531	2.71928	0.175262	0.105459	5.135543	0.6641718	0.066558	0.346123	0.910832	2.67649	0.0561792	0.018262	0.355584	0.0197033	0.156566	0.0991122	0.279875	0.0147187	0.449434	0.146096	2.84467	0.157627	1.25253	0.792897	2.239	0.11775	4.940167
173	-23012.73	-22992.45	-20.27941	0.4205	0.685812	0.0575994	21.53483	0.908291	0.0566408	0.0350682	2.72487	0.169922	0.105205	5.211601	0.6641718	0.066558	0.346123	0.910832	2.67649	0.0561792	0.018262	0.355584	0.0197033	0.156566	0.0991122	0.279875	0.0147187	0.449434	0.146096	2.84467	0.157627	1.25253	0.792897	2.239	0.11775	5.166425
174	-23014.08	-22992.6	-21.48753	0.4205	0.676165	0.0575994	21.53483	0.899517	0.0593049	0.0411784	2.69855	0.177915	0.123535	4.143087	0.6641718	0.066558	0.346123	0.910832	2.67649	0.0561792	0.018262	0.355584	0.0197033	0.156566	0.0991122	0.279875	0.0147187	0.449434	0.146096	2.84467	0.157627	1.25253	0.792897	2.239	0.11775	5.395053
175	-23009.34	-22986.51	-22.83281	0.441533	0.660706	0.0578337	22.67008	0.899517	0.0593049	0.0411784	2.69855	0.177915	0.123535	5.099232	0.6926502	0.0726191	0.360042	0.922114	2.64523	0.0562449	0.0182834	0.355999	0.0185572	0.156749	0.0992281	0.280202	0.0147359	0.449959	0.146267	2.848	0.148457	1.25399	0.793825	2.24161	0.117887	5.319861
176	-23003.23	-22981.39	-21.83637	0.441533	0.667336	0.0579358	22.67008	0.899517	0.0593049	0.0411784	2.69855	0.177915	0.123535	5.099232	0.6926502	0.0726191	0.360042	0.922114	2.64523	0.0562449	0.0182834	0.355999	0.0185572	0.156749	0.0992281	0.280202	0.0147359	0.449959	0.146267	2.848	0.148457	1.25399	0.793825	2.24161	0.117887	5.219545
177	-23005.6	-22985.74	-19.86495	0.422173	0.65067	0.0457856	21.97073	0.899517	0.0593049	0.0411784	2.69855	0.177915	0.123535	3.889875	0.6926502	0.0726191	0.360042	0.922114	2.64523	0.0563588	0.0183204	0.356721	0.0185948	0.157067	0.0994291	0.28077	0.0127397	0.450871	0.146563	2.85377	0.148758	1.25653	0.795433	2.24616	0.101918	5.218091
178	-23004.01	-22983.68	-20.32916	0.43059	0.674536	0.0369343	21.92926	0.899517	0.0593049	0.0411784	2.69855	0.177915	0.123535	4.718139	0.6926502	0.0726191	0.360042	0.922114	2.64523	0.0563588	0.0183204	0.356721	0.0185948	0.157067	0.0994291	0.28077	0.0127397	0.450871	0.146563	2.85377	0.148758	1.25653	0.795433	2.24616	0.101918	5.183489
179	-23001.83	-22984.51	-17.3285	0.43059	0.674536	0.0369343	21.92926	0.899517	0.0593049	0.0411784	2.69855	0.177915	0.123535	4.285441	0.6926502	0.0726191	0.360042	0.922114	2.64523	0.0563588	0.0183204	0.356721	0.0185948	0.157067	0.0994291	0.28077	0.0127397	0.450871	0.146563	2.85377	0.148758	1.25653	0.795433	2.24616	0.101918	4.926693
180	-22998.95	-22979.84	-19.11034	0.43059	0.673797	0.0369343	21.92926	0.899517	0.0593049	0.0411784	2.69855	0.177915	0.123535	4.285441	0.5207798	0.0373008	0.265265	0.834819	2.86262	0.0559464	0.0255045	0.35411	0.0184587	0.155917	0.0987015	0.278715	0.0126465	0.447571	0.204036	2.83288	0.14767	1.24734	0.789612	2.22972	0.101172	5.104951
181	-22996.74	-22978.96	-17.77898	0.43059	0.689792	0.0369475	20.58761	0.899517	0.0593049	0.0411784	2.69855	0.177915	0.123535	3.998048	0.4046342	0.0173886	0.185209	0.736247	3.06116	0.0557063	0.0253951	0.352591	0.0183795	0.159539	0.098278	0.277519	0.0125922	0.445651	0.20316	2.82073	0.147036	1.27631	0.786224	2.22015	0.100738	5.133117
182	-22997.73	-22978.63	-19.09686	0.43059	0.70783	0.0369475	21.18952	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	5.412217	0.4496035	0.0244722	0.217749	0.779828	2.97795	0.0557063	0.0253951	0.352591	0.0183795	0.159539	0.098278	0.277519	0.0125922	0.445651	0.20316	2.82073	0.147036	1.27631	0.786224	2.22015	0.100738	5.061495
183	-23001.18	-22982.57	-18.60469	0.441116	0.70783	0.0569662	21.10143	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	5.412217	0.4496035	0.0244722	0.217749	0.779828	2.97795	0.0557063	0.0253951	0.352591	0.0183795	0.159539	0.098278	0.277519	0.0125922	0.445651	0.20316	2.82073	0.147036	1.27631	0.786224	2.22015	0.100738	5.018031
184	-22991.74	-22972.46	-19.27869	0.441116	0.70783	0.0569662	21.8502	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	5.136261	0.4496035	0.0244722	0.217749	0.779828	2.97795	0.0557063	0.0253951	0.352591	0.0183795	0.159539	0.098278	0.277519	0.0125922	0.445651	0.20316	2.82073	0.147036	1.27631	0.786224	2.22015	0.100738	5.03815
185	-22996.87	-22978.41	-18.46111	0.441116	0.70783	0.0569662	21.8502	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	4.572068	0.3248457	0.00752572	0.12391	0.635263	3.2333	0.0556522	0.0253704	0.352248	0.0193341	0.159384	0.0981824	0.277249	0.0125799	0.445217	0.202963	2.81798	0.154673	1.27507	0.785459	2.21799	0.10064	5.012811
186	-22978.39	-22960.11	-18.27644	0.443634	0.70783	0.0599707	21.8502	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	4.199492	0.3248457	0.00752572	0.12391	0.635263	3.2333	0.0556522	0.0253704	0.352248	0.0193341	0.159384	0.0981824	0.277249	0.0125799	0.445217	0.202963	2.81798	0.154673	1.27507	0.785459	2.21799	0.10064	5.03105
187	-22971.23	-22953.26	-17.97136	0.443634	0.697747	0.0599707	21.8502	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	4.199492	0.3248457	0.00752572	0.12391	0.635263	3.2333	0.0556522	0.0253704	0.352248	0.0193341	0.159384	0.0981824	0.277249	0.0125799	0.445217	0.202963	2.81798	0.154673	1.27507	0.785459	2.21799	0.10064	5.00155
188	-22993.14	-22975.42	-17.71658	0.445797	0.697747	0.0594754	21.8502	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	3.127958	0.3248457	0.00752572	0.12391	0.635263	3.2333	0.0555823	0.0253385	0.351806	0.0193098	0.159184	0.0993141	0.276901	0.0125642	0.444659	0.202708	2.81445	0.154479	1.27347	0.794513	2.21521	0.100513	5.083058
189	-22994.37	-22976.81	-17.55788	0.445797	0.697747	0.0593034	21.8502	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	3.83311	0.3248457	0.00752572	0.12391	0.635263	3.2333	0.0555823	0.0253385	0.351806	0.0193098	0.159184	0.0993141	0.276901	0.0125642	0.444659	0.202708	2.81445	0.154479	1.27347	0.794513	2.21521	0.100513	4.996691
190	-22983.18	-22966.85	-16.33264	0.436026	0.697747	0.0567327	21.8502	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	3.83311	0.4464597	0.0239475	0.215534	0.777032	2.98349	0.0555823	0.0253385	0.351806	0.0193098	0.159184	0.0993141	0.276901	0.0125642	0.444659	0.202708	2.81445	0.154479	1.27347	0.794513	2.21521	0.100513	4.875401
191	-22984.36	-22966.97	-17.38783	0.436016	0.697747	0.0568516	21.8502	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	4.908925	0.4464597	0.0239475	0.215534	0.777032	2.98349	0.0555823	0.0253385	0.351806	0.0193098	0.159184	0.0993141	0.276901	0.0125642	0.444659	0.202708	2.81445	0.154479	1.27347	0.794513	2.21521	0.100513	4.873328
192	-22971.11	-22957	-14.10971	0.436016	0.643657	0.0568516	20.75403	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	3.639126	0.5103956	0.0353303	0.258648	0.827688	2.87833	0.0555823	0.0253385	0.351806	0.0193098	0.159184	0.0993141	0.276901	0.0125642	0.444659	0.202708	2.81445	0.154479	1.27347	0.794513	2.21521	0.100513	4.787522
193	-22974.38	-22959.79	-14.58643	0.436016	0.645189	0.0813832	20.75403	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	3.865612	0.3663107	0.0121692	0.15618	0.692091	3.13956	0.0557294	0.0214517	0.352737	0.020669	0.159605	0.0995769	0.277634	0.0125974	0.445835	0.171613	2.82189	0.165352	1.27684	0.796615	2.22107	0.100779	4.809939
194	-22978.53	-22963.3	-15.23014	0.436016	0.645189	0.0813832	20.75403	0.902455	0.056232	0.041313	2.70737	0.168696	0.123939	3.060348	0.5437728	0.0417601	0.279535	0.849679	2.82903	0.055737	0.0213179	0.352785	0.0206718	0.159627	0.0995905	0.277672	0.0125991	0.445896	0.170544	2.82228	0.165374	1.27702	0.796724	2.22137	0.100793	4.954836
195	-22976.96	-22958.98	-17.97953	0.422861	0.653585	0.0810526	20.75403	0.900269	0.0585181	0.0412129	2.70081	0.175554	0.123639	4.437822	0.8660792	0.109522	0.432438	0.973708	2.48433	0.055737	0.0213179	0.352785	0.0206718	0.159627	0.0995905	0.277672	0.0125991	0.445896	0.170544	2.82228	0.165374	1.27702	0.796724	2.22137	0.100793	5.092536
196	-22975.12	-22958.72	-16.39734	0.425987	0.65653	0.0837575	20.75403	0.900269	0.0585181	0.0412129	2.70081	0.175554	0.123639	3.14868	0.8660792	0.109522	0.432438	0.973708	2.48433	0.055737	0.0213179	0.352785	0.0206718	0.159627	0.0995905	0.277672	0.0125991	0.445896	0.170544	2.82228	0.165374	1.27702	0.796724	2.22137	0.100793	5.062354
197	-22987.92	-22968.29	-19.63216	0.420831	0.65653	0.0797988	20.89009	0.904839	0.0588151	0.0363463	2.71452	0.176445	0.109039	5.127485	0.8660792	0.109522	0.432438	0.973708	2.48433	0.055737	0.0213179	0.352785	0.0206718	0.159627	0.0995905	0.277672	0.0125991	0.445896	0.170544	2.82228	0.165374	1.27702	0.796724	2.22137	0.100793	5.175261
198	-22992.33	-22974.48	-17.85045	0.420831	0.65653	0.0797988	20.89009	0.907211	0.0563471	0.0364416	2.72163	0.169041	0.109325	4.277201	0.8660792	0.109522	0.432438	0.973708	2.48433	0.055737	0.0213179	0.352785	0.0206718	0.159627	0.0995905	0.277672	0.0125991	0.445896	0.170544	2.82228	0.165374	1.27702	0.796724	2.22137	0.100793	5.082118
199	-22983.86	-22965.32	-18.54035	0.420831	0.65653	0.0797988	19.74121	0.907211	0.0563471	0.0364416	2.72163	0.169041	0.109325	4.85153	0.7488855	0.0846461	0.385711	0.941719	2.58792	0.055737	0.0213179	0.352785	0.0206718	0.159627	0.0995905	0.277672	0.0125991	0.445896	0.170544	2.82228	0.165374	1.27702	0.796724	2.22137	0.100793	5.208565
200	-22991.13	-22971.82	-19.30915	0.420831	0.65653	0.0797988	19.74121	0.907211	0.0563471	0.0364416	2.72163	0.169041	0.109325	4.85153	0.7488855	0.0846461	0.385711	0.941719	2.58792	0.055737	0.0213179	0.352785	0.0206718	0.159627	0.0995905	0.277672	0.0125991	0.445896	0.170544	2.82228	0.165374	1.27702	0.796724	2.22137	0.100793	5.285445
201	-22981.59	-22962.29	-19.29847	0.420831	0.65653	0.0797988	19.58952	0.907211	0.0563471	0.0364416	2.72163	0.169041	0.109325	3.55469	0.7488855	0.0846461	0.385711	0.941719	2.58792	0.0545801	0.0208755	0.345462	0.0202427	0.17707	0.0975234	0.271908	0.0123376	0.436641	0.167004	2.7637	0.161942	1.41656	0.780187	2.17527	0.0987009	5.429229
202	-22983.44	-22964.56	-18.8745	0.420831	0.65653	0.0529588	19.58952	0.907211	0.0563471	0.0364416	2.72163	0.169041	0.109325	4.475875	1.059246	0.148621	0.493863	1.00916	2.34835	0.0545677	0.0210987	0.345384	0.0202381	0.17703	0.0975012	0.271846	0.0123348	0.436541	0.168789	2.76307	0.161905	1.41624	0.780009	2.17477	0.0986784	5.297397
203	-22974.52	-22956	-18.51852	0.420831	0.65653	0.0529015	19.58952	0.902239	0.0615189	0.0362419	2.70672	0.184557	0.108726	4.475875	0.8955799	0.115678	0.442948	0.980287	2.46109	0.0545677	0.0210987	0.345384	0.0202381	0.17703	0.0975012	0.271846	0.0123348	0.436541	0.168789	2.76307	0.161905	1.41624	0.780009	2.17477	0.0986784	5.261805
204	-22978.11	-22960.35	-17.75883	0.42156	0.65653	0.0424243	19.58952	0.902126	0.0616364	0.0362373	2.70638	0.184909	0.108712	4.475875	1.011865	0.139315	0.480289	1.00194	2.37846	0.0545677	0.0210987	0.345384	0.0202381	0.17703	0.0975012	0.271846	0.0123348	0.436541	0.168789	2.76307	0.161905	1.41624	0.780009	2.17477	0.0986784	5.186811
205	-22962.5	-22945.78	-16.72184	0.42156	0.65653	0.0424243	19.58952	0.902126	0.0616364	0.0362373	2.70638	0.184909	0.108712	5.045299	1.011865	0.139315	0.480289	1.00194	2.37846	0.0545677	0.0210987	0.345384	0.0202381	0.17703	0.0975012	0.271846	0.0123348	0.436541	0.168789	2.76307	0.161905	1.41624	0.780009	2.17477	0.0986784	5.026169
