Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
813	-22984.11	-22960.41	-23.69712	0.403248	0.750893	0.0762777	19.46744	0.916858	0.0492137	0.0339282	2.75057	0.147641	0.101785	3.768143	0.7234042	0.0791928	0.374367	0.933242	2.6132	0.0496286	0.0188918	0.334195	0.0201006	0.1846	0.0979511	0.281967	0.0126662	0.397028	0.151134	2.67356	0.160805	1.4768	0.783609	2.25574	0.10133	5.85263
814	-22987.76	-22962.89	-24.86858	0.403248	0.737859	0.0779707	19.46744	0.916858	0.0492137	0.0339282	2.75057	0.147641	0.101785	2.992907	0.7234042	0.0791928	0.374367	0.933242	2.6132	0.0496286	0.0188918	0.334195	0.0201006	0.1846	0.0979511	0.281967	0.0126662	0.397028	0.151134	2.67356	0.160805	1.4768	0.783609	2.25574	0.10133	6.048434
815	-22985.62	-22961.77	-23.85395	0.403248	0.737859	0.0775253	19.46744	0.916858	0.0492137	0.0339282	2.75057	0.147641	0.101785	3.476009	0.7234042	0.0791928	0.374367	0.933242	2.6132	0.0496286	0.0188918	0.334195	0.0201006	0.1846	0.0979511	0.281967	0.0126662	0.397028	0.151134	2.67356	0.160805	1.4768	0.783609	2.25574	0.10133	5.898706
816	-22985.72	-22963.65	-22.06935	0.403248	0.721489	0.0777329	19.46744	0.916858	0.0492137	0.0339282	2.75057	0.147641	0.101785	3.384783	0.9685266	0.130632	0.467083	0.994583	2.4077	0.0496286	0.0188918	0.334195	0.0201006	0.1846	0.0979511	0.281967	0.0126662	0.397028	0.151134	2.67356	0.160805	1.4768	0.783609	2.25574	0.10133	5.730984
817	-22987.43	-22965.03	-22.40695	0.403248	0.721489	0.0583262	19.94999	0.918847	0.0471511	0.0340018	2.75654	0.141453	0.102005	3.682608	0.9685266	0.130632	0.467083	0.994583	2.4077	0.0496286	0.0188918	0.334195	0.0201006	0.1846	0.0979511	0.281967	0.0126662	0.397028	0.151134	2.67356	0.160805	1.4768	0.783609	2.25574	0.10133	5.688647
818	-22987.88	-22966.11	-21.7709	0.401324	0.719185	0.0583262	19.94999	0.918847	0.0471511	0.0340018	2.75654	0.141453	0.102005	3.853275	0.771057	0.0893868	0.395215	0.948601	2.5668	0.0496286	0.0188918	0.334195	0.0201006	0.1846	0.0979511	0.281967	0.0126662	0.397028	0.151134	2.67356	0.160805	1.4768	0.783609	2.25574	0.10133	5.608399
819	-22975.39	-22954.04	-21.35204	0.403084	0.719185	0.0555087	19.94999	0.915203	0.0492687	0.0355288	2.74561	0.147806	0.106586	3.894233	0.5871759	0.0504743	0.305068	0.874633	2.76982	0.0496286	0.0188918	0.334195	0.0201006	0.1846	0.0979511	0.281967	0.0126662	0.397028	0.151134	2.67356	0.160805	1.4768	0.783609	2.25574	0.10133	5.562522
820	-22962.7	-22942.19	-20.51118	0.403084	0.712927	0.0554323	19.94999	0.915203	0.0492687	0.0355288	2.74561	0.147806	0.106586	3.336926	0.5871759	0.0504743	0.305068	0.874633	2.76982	0.0496286	0.0188918	0.334195	0.0201006	0.1846	0.0979511	0.281967	0.0126662	0.397028	0.151134	2.67356	0.160805	1.4768	0.783609	2.25574	0.10133	5.534801
821	-22967.73	-22948.61	-19.11719	0.403084	0.713781	0.0552732	19.94999	0.915203	0.0492687	0.0355288	2.74561	0.147806	0.106586	3.454651	0.7349746	0.081669	0.379575	0.93717	2.60159	0.0505414	0.0192393	0.340341	0.0204703	0.169602	0.0997528	0.287154	0.0128992	0.404331	0.153914	2.72273	0.163763	1.35682	0.798022	2.29723	0.103194	5.383559
822	-22978.83	-22957.84	-20.99512	0.416994	0.715236	0.0585133	19.94999	0.915203	0.0492687	0.0355288	2.74561	0.147806	0.106586	3.454651	0.7349746	0.081669	0.379575	0.93717	2.60159	0.0505414	0.0192393	0.340341	0.0204703	0.169602	0.0997528	0.287154	0.0128992	0.404331	0.153914	2.72273	0.163763	1.35682	0.798022	2.29723	0.103194	5.569491
823	-22982.48	-22959.86	-22.62164	0.396874	0.681212	0.0585133	19.91864	0.918449	0.0494434	0.0321078	2.75535	0.14833	0.0963233	3.454651	0.7349746	0.081669	0.379575	0.93717	2.60159	0.0505414	0.0192393	0.340341	0.0204703	0.169602	0.0997528	0.287154	0.0128992	0.404331	0.153914	2.72273	0.163763	1.35682	0.798022	2.29723	0.103194	5.740693
824	-22975.19	-22953.67	-21.51687	0.395258	0.681212	0.0553264	19.91864	0.918449	0.0494434	0.0321078	2.75535	0.14833	0.0963233	2.445986	0.7349746	0.081669	0.379575	0.93717	2.60159	0.0505414	0.0192393	0.340341	0.0204703	0.169602	0.0997528	0.287154	0.0128992	0.404331	0.153914	2.72273	0.163763	1.35682	0.798022	2.29723	0.103194	5.731563
825	-22977.87	-22957.25	-20.62585	0.395258	0.681212	0.0553782	19.91864	0.918904	0.0494679	0.0316281	2.75671	0.148404	0.0948844	2.508966	0.5030933	0.0339625	0.253931	0.822506	2.8896	0.0502154	0.025565	0.338146	0.0203383	0.168508	0.0991094	0.285301	0.012816	0.401723	0.20452	2.70517	0.162706	1.34807	0.792875	2.28241	0.102528	5.636158
826	-22976.68	-22954.3	-22.3852	0.416721	0.763162	0.0553782	19.91864	0.918904	0.0494679	0.0316281	2.75671	0.148404	0.0948844	3.775023	0.4019698	0.0169996	0.183226	0.733403	3.06637	0.0501987	0.0255565	0.338034	0.0206637	0.168452	0.0990765	0.285207	0.0128117	0.40159	0.204452	2.70427	0.165309	1.34762	0.792612	2.28165	0.102494	5.675146
827	-22980.32	-22957.38	-22.94635	0.416721	0.763162	0.0423783	19.91864	0.918904	0.0494679	0.0316281	2.75671	0.148404	0.0948844	4.335875	0.8760727	0.111614	0.436049	0.975993	2.47634	0.0501987	0.0255565	0.338034	0.0206637	0.168452	0.0990765	0.285207	0.0128117	0.40159	0.204452	2.70427	0.165309	1.34762	0.792612	2.28165	0.102494	5.676476
828	-22985.93	-22965.75	-20.17952	0.446079	0.766204	0.0502992	19.91864	0.913729	0.0491893	0.0370813	2.74119	0.147568	0.111244	3.964324	0.8760727	0.111614	0.436049	0.975993	2.47634	0.0501987	0.0255565	0.338034	0.0206637	0.168452	0.0990765	0.285207	0.0128117	0.40159	0.204452	2.70427	0.165309	1.34762	0.792612	2.28165	0.102494	5.432916
829	-22978.8	-22956.72	-22.08202	0.446786	0.763236	0.035168	20.88171	0.913729	0.0491893	0.0370813	2.74119	0.147568	0.111244	5.457484	0.7243567	0.0793966	0.374799	0.93357	2.61223	0.0501987	0.0255565	0.338034	0.0206637	0.168452	0.0990765	0.285207	0.0128117	0.40159	0.204452	2.70427	0.165309	1.34762	0.792612	2.28165	0.102494	5.379282
830	-22980.22	-22960.17	-20.0446	0.444617	0.766333	0.035168	20.88171	0.913729	0.0491893	0.0370813	2.74119	0.147568	0.111244	3.436747	1.147324	0.165377	0.516958	1.02069	2.29698	0.0501987	0.0255565	0.338034	0.0206637	0.168452	0.0990765	0.285207	0.0128117	0.40159	0.204452	2.70427	0.165309	1.34762	0.792612	2.28165	0.102494	5.377521
831	-22986.84	-22966.67	-20.17056	0.452089	0.766333	0.0367834	20.88171	0.91442	0.0492265	0.0363534	2.74326	0.14768	0.10906	3.805838	1.147324	0.165377	0.516958	1.02069	2.29698	0.0501987	0.0255565	0.338034	0.0206637	0.168452	0.0990765	0.285207	0.0128117	0.40159	0.204452	2.70427	0.165309	1.34762	0.792612	2.28165	0.102494	5.3523
832	-22988.48	-22968.9	-19.58742	0.458756	0.766333	0.0367834	20.88171	0.91442	0.0492265	0.0363534	2.74326	0.14768	0.10906	3.900766	1.147324	0.165377	0.516958	1.02069	2.29698	0.0501987	0.0255565	0.338034	0.0206637	0.168452	0.0990765	0.285207	0.0128117	0.40159	0.204452	2.70427	0.165309	1.34762	0.792612	2.28165	0.102494	5.283826
833	-22968.49	-22948.3	-20.19365	0.453507	0.766888	0.0367834	20.88171	0.912292	0.0514397	0.0362688	2.73687	0.154319	0.108806	4.979498	1.147324	0.165377	0.516958	1.02069	2.29698	0.0503763	0.0256469	0.33923	0.0171999	0.169048	0.0994269	0.286215	0.012857	0.40301	0.205175	2.71384	0.137599	1.35238	0.795415	2.28972	0.102856	5.237045
834	-22969.83	-22950.24	-19.59558	0.453507	0.766888	0.0367834	20.38254	0.913768	0.0515229	0.0347093	2.7413	0.154569	0.104128	3.561843	1.163018	0.168287	0.520809	1.02251	2.28839	0.0503763	0.0256469	0.33923	0.0171999	0.169048	0.0994269	0.286215	0.012857	0.40301	0.205175	2.71384	0.137599	1.35238	0.795415	2.28972	0.102856	5.36892
835	-22962.54	-22943.28	-19.25774	0.453507	0.766888	0.0367834	20.06505	0.913768	0.0515229	0.0347093	2.7413	0.154569	0.104128	3.561843	1.163018	0.168287	0.520809	1.02251	2.28839	0.0503763	0.0256469	0.33923	0.0171999	0.169048	0.0994269	0.286215	0.012857	0.40301	0.205175	2.71384	0.137599	1.35238	0.795415	2.28972	0.102856	5.366885
836	-22963.15	-22944.23	-18.92608	0.422894	0.762575	0.0367834	20.06505	0.913136	0.0514873	0.035377	2.73941	0.154462	0.106131	3.546624	1.215391	0.177831	0.533134	1.02819	2.26085	0.050417	0.02486	0.339503	0.0172138	0.169185	0.0995072	0.286447	0.0128674	0.403336	0.19888	2.71603	0.13771	1.35348	0.796057	2.29157	0.102939	5.338734
837	-22963.64	-22944.76	-18.88031	0.427808	0.765237	0.0605916	20.06505	0.913136	0.0514873	0.035377	2.73941	0.154462	0.106131	3.546632	1.007426	0.138433	0.478973	1.00122	2.38137	0.0486377	0.0239827	0.362812	0.0166063	0.163214	0.0959955	0.276338	0.0124133	0.389102	0.191862	2.9025	0.132851	1.30571	0.767964	2.2107	0.0993067	5.331018
838	-22971.08	-22950.27	-20.81798	0.427808	0.765237	0.0608854	21.29088	0.907781	0.0511853	0.0410342	2.72334	0.153556	0.123102	5.153836	1.007426	0.138433	0.478973	1.00122	2.38137	0.0486377	0.0239827	0.362812	0.0166063	0.163214	0.0959955	0.276338	0.0124133	0.389102	0.191862	2.9025	0.132851	1.30571	0.767964	2.2107	0.0993067	5.241452
839	-22964.57	-22945.18	-19.39109	0.427634	0.763451	0.0608854	21.29088	0.910306	0.048546	0.0411483	2.73092	0.145638	0.123445	3.868957	0.672658	0.0683603	0.350339	0.914299	2.667	0.0486377	0.0239827	0.362812	0.0166063	0.163214	0.0959955	0.276338	0.0124133	0.389102	0.191862	2.9025	0.132851	1.30571	0.767964	2.2107	0.0993067	5.227447
840	-22965.03	-22941.6	-23.43119	0.427634	0.763923	0.0581188	21.29088	0.909178	0.0497249	0.0410973	2.72753	0.149175	0.123292	5.838282	0.672658	0.0683603	0.350339	0.914299	2.667	0.0486377	0.0239827	0.362812	0.0166063	0.163214	0.0959955	0.276338	0.0124133	0.389102	0.191862	2.9025	0.132851	1.30571	0.767964	2.2107	0.0993067	5.434754
841	-22964.2	-22944.74	-19.4625	0.427634	0.763923	0.0581188	20.44118	0.909178	0.0497249	0.0410973	2.72753	0.149175	0.123292	3.428393	1.348397	0.200925	0.56121	1.04012	2.19774	0.0474843	0.023414	0.377923	0.0162125	0.159344	0.0937191	0.269785	0.012119	0.379875	0.187312	3.02338	0.1297	1.27475	0.749753	2.15828	0.0969517	5.363844
842	-22961.69	-22943.6	-18.09202	0.43378	0.771062	0.0581188	20.44118	0.909178	0.0497249	0.0410973	2.72753	0.149175	0.123292	3.428393	1.348397	0.200925	0.56121	1.04012	2.19774	0.0474438	0.023394	0.377601	0.017051	0.159208	0.0936392	0.269555	0.0121086	0.379551	0.187152	3.02081	0.136408	1.27366	0.749114	2.15644	0.0968691	5.225467
843	-22949.7	-22932.31	-17.39433	0.43378	0.771062	0.0581188	20.44118	0.901264	0.0579959	0.0407396	2.70379	0.173988	0.122219	3.6374	0.9179276	0.120301	0.450613	0.984948	2.44414	0.0533413	0.0232492	0.375263	0.0169454	0.158222	0.0930595	0.267886	0.0120337	0.426731	0.185993	3.0021	0.135563	1.26578	0.744476	2.14309	0.0962693	5.134797
844	-22950.98	-22933.48	-17.50006	0.43378	0.771062	0.0579621	21.0688	0.901264	0.0579959	0.0407396	2.70379	0.173988	0.122219	3.301803	0.9179276	0.120301	0.450613	0.984948	2.44414	0.0533413	0.0232492	0.375263	0.0169454	0.158222	0.0930595	0.267886	0.0120337	0.426731	0.185993	3.0021	0.135563	1.26578	0.744476	2.14309	0.0962693	5.116185
845	-22954.22	-22936.37	-17.84409	0.43378	0.747626	0.0542437	21.0688	0.901264	0.0579959	0.0407396	2.70379	0.173988	0.122219	3.301803	0.9179276	0.120301	0.450613	0.984948	2.44414	0.0533413	0.0232492	0.375263	0.0169454	0.158222	0.0930595	0.267886	0.0120337	0.426731	0.185993	3.0021	0.135563	1.26578	0.744476	2.14309	0.0962693	5.153303
846	-22966.94	-22950.28	-16.65831	0.43378	0.747626	0.0542437	21.0688	0.90126	0.0580007	0.0407394	2.70378	0.174002	0.122218	3.301803	0.9179276	0.120301	0.450613	0.984948	2.44414	0.0504253	0.0219782	0.409416	0.0160191	0.149572	0.0879721	0.253241	0.0113758	0.403402	0.175825	3.27533	0.128152	1.19658	0.703777	2.02593	0.0910065	5.034725
847	-22961.46	-22944.54	-16.922	0.43286	0.747626	0.0572638	21.0688	0.90126	0.0580007	0.0407394	2.70378	0.174002	0.122218	2.904805	1.116719	0.159637	0.509227	1.01694	2.3142	0.0504253	0.0219782	0.409416	0.0160191	0.149572	0.0879721	0.253241	0.0113758	0.403402	0.175825	3.27533	0.128152	1.19658	0.703777	2.02593	0.0910065	5.100583
848	-22953.47	-22935.53	-17.93116	0.440148	0.747626	0.0352737	23.57446	0.908275	0.0584521	0.0332728	2.72483	0.175356	0.0998185	2.943568	1.116719	0.159637	0.509227	1.01694	2.3142	0.0504253	0.0219782	0.409416	0.0160191	0.149572	0.0879721	0.253241	0.0113758	0.403402	0.175825	3.27533	0.128152	1.19658	0.703777	2.02593	0.0910065	4.948527
849	-22952.86	-22934.7	-18.16685	0.440148	0.600129	0.0352737	23.57446	0.908275	0.0584521	0.0332728	2.72483	0.175356	0.0998185	2.943568	1.116719	0.159637	0.509227	1.01694	2.3142	0.0504253	0.0219782	0.409416	0.0160191	0.149572	0.0879721	0.253241	0.0113758	0.403402	0.175825	3.27533	0.128152	1.19658	0.703777	2.02593	0.0910065	4.986846
850	-22954.94	-22937.64	-17.29914	0.440148	0.577987	0.0352737	23.57446	0.906949	0.0583668	0.0346844	2.72085	0.1751	0.104053	2.813038	1.185161	0.172354	0.526116	1.02499	2.27654	0.0504253	0.0219782	0.409416	0.0160191	0.149572	0.0879721	0.253241	0.0113758	0.403402	0.175825	3.27533	0.128152	1.19658	0.703777	2.02593	0.0910065	4.915342
851	-22964.81	-22947.79	-17.02081	0.440148	0.574277	0.0354367	21.82745	0.90539	0.0582665	0.0363434	2.71617	0.174799	0.10903	3.615841	1.185161	0.172354	0.526116	1.02499	2.27654	0.0504253	0.0219782	0.409416	0.0160191	0.149572	0.0879721	0.253241	0.0113758	0.403402	0.175825	3.27533	0.128152	1.19658	0.703777	2.02593	0.0910065	4.982284
852	-22958.74	-22940.49	-18.24917	0.441974	0.57243	0.0355577	21.82745	0.90539	0.0582665	0.0363434	2.71617	0.174799	0.10903	3.615841	1.185161	0.172354	0.526116	1.02499	2.27654	0.0504253	0.0219782	0.409416	0.0160191	0.149572	0.0879721	0.253241	0.0113758	0.403402	0.175825	3.27533	0.128152	1.19658	0.703777	2.02593	0.0910065	5.10511
853	-22952.37	-22933.12	-19.25461	0.442604	0.57243	0.0397206	22.94536	0.90539	0.0582665	0.0363434	2.71617	0.174799	0.10903	4.3228	1.01027	0.138998	0.479817	1.00168	2.3795	0.0504253	0.0219782	0.409416	0.0160191	0.149572	0.0879721	0.253241	0.0113758	0.403402	0.175825	3.27533	0.128152	1.19658	0.703777	2.02593	0.0910065	5.022688
854	-22954.86	-22935.31	-19.55145	0.428831	0.585882	0.0397206	22.94536	0.898232	0.0578058	0.0439617	2.6947	0.173417	0.131885	3.826119	1.01027	0.138998	0.479817	1.00168	2.3795	0.0504253	0.0219782	0.409416	0.0160191	0.149572	0.0879721	0.253241	0.0113758	0.403402	0.175825	3.27533	0.128152	1.19658	0.703777	2.02593	0.0910065	5.102073
855	-22960.6	-22941.87	-18.72942	0.429348	0.585882	0.039482	22.94536	0.898232	0.0578058	0.0439617	2.6947	0.173417	0.131885	3.787023	1.01027	0.138998	0.479817	1.00168	2.3795	0.0533879	0.0232695	0.374717	0.0169602	0.15836	0.0931407	0.26812	0.0120442	0.427103	0.186156	2.99774	0.135682	1.26688	0.745126	2.14496	0.0963534	5.023751
856	-22950.98	-22932.84	-18.1374	0.429348	0.585882	0.039482	22.94536	0.898232	0.0578058	0.0439617	2.6947	0.173417	0.131885	4.578513	1.01027	0.138998	0.479817	1.00168	2.3795	0.0533987	0.0230725	0.374793	0.0169636	0.158392	0.0931595	0.268174	0.0120466	0.42719	0.18458	2.99834	0.135709	1.26714	0.745276	2.14539	0.0963729	4.8854
857	-22952.17	-22935.94	-16.22808	0.429348	0.585882	0.0460559	22.94536	0.898232	0.0578058	0.0439617	2.6947	0.173417	0.131885	4.578513	1.01027	0.138998	0.479817	1.00168	2.3795	0.0566143	0.0229941	0.37352	0.016906	0.157854	0.0928431	0.267263	0.0120057	0.452914	0.183953	2.98816	0.135248	1.26283	0.742744	2.1381	0.0960455	4.693811
858	-22948.06	-22932.71	-15.35512	0.429348	0.585882	0.0460559	22.94536	0.898232	0.0578058	0.0439617	2.6947	0.173417	0.131885	3.293222	1.01027	0.138998	0.479817	1.00168	2.3795	0.0566143	0.0229941	0.37352	0.016906	0.157854	0.0928431	0.267263	0.0120057	0.452914	0.183953	2.98816	0.135248	1.26283	0.742744	2.1381	0.0960455	4.735044
859	-22936.01	-22919.9	-16.10197	0.429348	0.59226	0.0460559	22.94536	0.898232	0.0578058	0.0439617	2.6947	0.173417	0.131885	4.068693	0.8936636	0.115279	0.442279	0.979875	2.46257	0.0566143	0.0229941	0.37352	0.016906	0.157854	0.0928431	0.267263	0.0120057	0.452914	0.183953	2.98816	0.135248	1.26283	0.742744	2.1381	0.0960455	4.731544
860	-22951.07	-22935.21	-15.8532	0.429348	0.594948	0.0503062	22.94536	0.89256	0.0637558	0.0436841	2.67768	0.191268	0.131052	3.742626	0.8936636	0.115279	0.442279	0.979875	2.46257	0.0566143	0.0229941	0.37352	0.016906	0.157854	0.0928431	0.267263	0.0120057	0.452914	0.183953	2.98816	0.135248	1.26283	0.742744	2.1381	0.0960455	4.73858
861	-22940.26	-22922.68	-17.57801	0.429348	0.624303	0.0503062	23.21792	0.897562	0.0585093	0.0439289	2.69269	0.175528	0.131787	5.663977	0.7589995	0.0868096	0.390088	0.944913	2.57819	0.0566143	0.0229941	0.37352	0.016906	0.157854	0.0928431	0.267263	0.0120057	0.452914	0.183953	2.98816	0.135248	1.26283	0.742744	2.1381	0.0960455	4.688734
862	-22936.62	-22924.32	-12.29547	0.429348	0.758151	0.0503062	21.28855	0.897562	0.0585093	0.0439289	2.69269	0.175528	0.131787	3.454568	1.063979	0.14954	0.495172	1.00984	2.34545	0.0566143	0.0229941	0.37352	0.016906	0.157854	0.0928431	0.267263	0.0120057	0.452914	0.183953	2.98816	0.135248	1.26283	0.742744	2.1381	0.0960455	4.560974
863	-22955.9	-22941.63	-14.26747	0.418325	0.758151	0.041547	21.28855	0.897562	0.0585093	0.0439289	2.69269	0.175528	0.131787	3.505858	1.063979	0.14954	0.495172	1.00984	2.34545	0.0566143	0.0229941	0.37352	0.016906	0.157854	0.0928431	0.267263	0.0120057	0.452914	0.183953	2.98816	0.135248	1.26283	0.742744	2.1381	0.0960455	4.755023
864	-22944.31	-22930.02	-14.29442	0.418325	0.771993	0.0400887	22.06797	0.897562	0.0585093	0.0439289	2.69269	0.175528	0.131787	3.062166	1.063979	0.14954	0.495172	1.00984	2.34545	0.0566143	0.0229941	0.37352	0.016906	0.157854	0.0928431	0.267263	0.0120057	0.452914	0.183953	2.98816	0.135248	1.26283	0.742744	2.1381	0.0960455	4.722906
865	-22937.37	-22923.5	-13.86619	0.418325	0.758331	0.0400213	22.06797	0.897562	0.0585093	0.0439289	2.69269	0.175528	0.131787	3.825842	0.3568509	0.011013	0.148873	0.680025	3.16009	0.0569297	0.0231222	0.375601	0.0170002	0.158733	0.0877895	0.268752	0.0120726	0.455437	0.184977	3.00481	0.136002	1.26987	0.702316	2.15001	0.0965805	4.605089
866	-22950.93	-22935.71	-15.21943	0.452352	0.755662	0.0474474	22.06797	0.901181	0.0587452	0.0400738	2.70354	0.176236	0.120221	3.570682	0.5852828	0.0500875	0.303992	0.873621	2.7723	0.0569297	0.0231222	0.375601	0.0170002	0.158733	0.0877895	0.268752	0.0120726	0.455437	0.184977	3.00481	0.136002	1.26987	0.702316	2.15001	0.0965805	4.762051
867	-22941.27	-22926.49	-14.78304	0.398024	0.739156	0.0474474	22.06797	0.899074	0.0609455	0.0399801	2.69722	0.182836	0.11994	4.340528	0.6450679	0.0625167	0.336416	0.902678	2.69839	0.0569297	0.0231222	0.375601	0.0170002	0.158733	0.0877895	0.268752	0.0120726	0.455437	0.184977	3.00481	0.136002	1.26987	0.702316	2.15001	0.0965805	4.648511
868	-22934.11	-22920.98	-13.13135	0.398024	0.738897	0.0477676	22.06797	0.899074	0.0609455	0.0399801	2.69722	0.182836	0.11994	3.512258	0.5024336	0.0338397	0.253502	0.822031	2.89063	0.0569297	0.0231222	0.375601	0.0170002	0.158733	0.0877895	0.268752	0.0120726	0.455437	0.184977	3.00481	0.136002	1.26987	0.702316	2.15001	0.0965805	4.566162
869	-22929.47	-22916.69	-12.77713	0.398024	0.738897	0.0477676	22.06797	0.899074	0.0609455	0.0399801	2.69722	0.182836	0.11994	3.356697	0.5024336	0.0338397	0.253502	0.822031	2.89063	0.0569297	0.0231222	0.375601	0.0170002	0.158733	0.0877895	0.268752	0.0120726	0.455437	0.184977	3.00481	0.136002	1.26987	0.702316	2.15001	0.0965805	4.546296
870	-22921.24	-22908.02	-13.21132	0.398024	0.738897	0.0479061	22.36858	0.905	0.0547567	0.0402436	2.715	0.16427	0.120731	4.185037	0.4000386	0.01672	0.181785	0.731322	3.07017	0.0569297	0.0231222	0.375601	0.0170002	0.158733	0.0877895	0.268752	0.0120726	0.455437	0.184977	3.00481	0.136002	1.26987	0.702316	2.15001	0.0965805	4.476807
871	-22923.49	-22909.49	-13.99537	0.398024	0.738897	0.0479061	22.36858	0.905	0.0547567	0.0402436	2.715	0.16427	0.120731	3.829363	0.463568	0.0268507	0.227468	0.791836	2.95385	0.0569297	0.0231222	0.375601	0.0170002	0.158733	0.0877895	0.268752	0.0120726	0.455437	0.184977	3.00481	0.136002	1.26987	0.702316	2.15001	0.0965805	4.590778
872	-22915.14	-22900.59	-14.55516	0.409361	0.741875	0.0474811	22.36858	0.905	0.0547567	0.0402436	2.715	0.16427	0.120731	3.487198	0.463568	0.0268507	0.227468	0.791836	2.95385	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	4.679585
873	-22927.51	-22913.16	-14.34626	0.409361	0.594133	0.0474811	22.93128	0.905	0.0547567	0.0402436	2.715	0.16427	0.120731	2.890361	0.463568	0.0268507	0.227468	0.791836	2.95385	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	4.676883
874	-22933.96	-22917.88	-16.07726	0.409361	0.59626	0.0474811	22.28132	0.905	0.0547567	0.0402436	2.715	0.16427	0.120731	4.29008	0.3220481	0.00725329	0.12172	0.631038	3.23999	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	4.774794
875	-22949.55	-22932.44	-17.10536	0.409361	0.597109	0.0474811	22.28132	0.906606	0.0538308	0.0395632	2.71982	0.161492	0.118689	4.28432	0.3220481	0.00725329	0.12172	0.631038	3.23999	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	4.878095
876	-22947.35	-22931.35	-15.99807	0.409361	0.597109	0.0474811	21.56642	0.906606	0.0538308	0.0395632	2.71982	0.161492	0.118689	3.64544	0.3220481	0.00725329	0.12172	0.631038	3.23999	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	4.902744
877	-22949.61	-22933.69	-15.92381	0.409361	0.543346	0.0472319	21.56642	0.906606	0.0538308	0.0395632	2.71982	0.161492	0.118689	3.269382	0.3220481	0.00725329	0.12172	0.631038	3.23999	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	4.938326
878	-22949.67	-22932.83	-16.83391	0.409599	0.542934	0.0472319	21.56642	0.906606	0.0538308	0.0395632	2.71982	0.161492	0.118689	3.485613	0.3220481	0.00725329	0.12172	0.631038	3.23999	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	5.007729
879	-22943.3	-22927.69	-15.60531	0.39593	0.634107	0.0472319	21.56642	0.906606	0.0538308	0.0395632	2.71982	0.161492	0.118689	3.485613	0.3220481	0.00725329	0.12172	0.631038	3.23999	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	4.877119
880	-22940.42	-22923.21	-17.21331	0.39593	0.649856	0.0386712	21.56642	0.906606	0.0538308	0.0395632	2.71982	0.161492	0.118689	3.413064	0.3220481	0.00725329	0.12172	0.631038	3.23999	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	5.044456
881	-22951.36	-22934.85	-16.50847	0.39593	0.649856	0.0386712	21.56642	0.906606	0.0538308	0.0395632	2.71982	0.161492	0.118689	3.25554	0.4220301	0.0200167	0.198012	0.75406	3.02791	0.0566989	0.0230285	0.374078	0.0169313	0.162143	0.0874336	0.267662	0.0120236	0.453591	0.184228	2.99263	0.13545	1.29715	0.699469	2.1413	0.096189	4.989724
882	-22964.14	-22945.93	-18.21324	0.397902	0.649856	0.0394089	21.56642	0.900098	0.0598553	0.0400464	2.70029	0.179566	0.120139	3.211475	0.4220301	0.0200167	0.198012	0.75406	3.02791	0.0575494	0.0230077	0.373741	0.016916	0.161997	0.0873548	0.267421	0.0120128	0.460395	0.184062	2.98993	0.135328	1.29598	0.698838	2.13937	0.0961023	5.164337
